,OrphaCode,DisorderName,Summary
3205,206443.0,Late-infantile/juvenile Krabbe disease,"Late-infantile/juvenile Krabbe disease is very frequently (99-80%) associated with Increased CSF protein concentration and Reduced galactocerebrosidase activity. Late-infantile/juvenile Krabbe disease is frequently (79-30%) associated with Abnormal CNS myelination, Abnormality of visual evoked potentials, Atypical behavior, Clumsiness, Decreased nerve conduction velocity, Developmental regression, Difficulty walking, EEG with persistent abnormal rhythmic activity, Esotropia, Frequent falls, Functional motor deficit, Gait disturbance, Hearing impairment, Loss of ambulation, Loss of speech, Lower limb spasticity, Mental deterioration, Motor delay, Peripheral neuropathy, Prolonged brainstem auditory evoked potentials, Sensorimotor neuropathy, Spastic diplegia, Spastic paraparesis, Upper motor neuron dysfunction, and Visual loss. Late-infantile/juvenile Krabbe disease is occasionally (29-5%) associated with Acroparesthesia, Ataxia, Attention deficit hyperactivity disorder, Axial hypotonia, Blindness, Dysarthria, Emotional lability, Febrile seizures, Feeding difficulties, Hemiplegia, Impaired tactile sensation, Neuromuscular dysphagia, Pes cavus, Seizure, Slurred speech, Tetraplegia, Tremor, Upper limb muscle weakness, and Visual impairment. Late-infantile/juvenile Krabbe disease is very rarely (<4-1%) associated with Irritability.Late-infantile/juvenile Krabbe disease is associated with Disease-causing germline mutation(s) in galactosylceramidase (Krabbe disease)."
3206,206448.0,Adult Krabbe disease,"Adult Krabbe disease is very frequently (99-80%) associated with Reduced galactocerebrosidase activity and Upper motor neuron dysfunction. Adult Krabbe disease is frequently (79-30%) associated with Abnormal corpus callosum morphology, Abnormal enzyme/coenzyme activity, Abnormality of midbrain morphology, Abnormality of the pons, Ataxia, Babinski sign, CNS demyelination, Hoffmann sign, Hyperactive deep tendon reflexes, Increased CSF protein concentration, Progressive spastic paraparesis, Skeletal muscle atrophy, and Spasticity. Adult Krabbe disease is occasionally (29-5%) associated with Abnormality of the medulla oblongata, Acroparesthesia, Clumsiness, Dementia, EEG abnormality, Frequent falls, Functional motor deficit, Gait disturbance, Impaired tactile sensation, Lower limb muscle weakness, Mental deterioration, Morphological abnormality of the pyramidal tract, Peripheral demyelination, Peripheral neuropathy, Progressive neurologic deterioration, Prolonged brainstem auditory evoked potentials, Scoliosis, Sensorimotor neuropathy, Somatic sensory dysfunction, Upper limb muscle weakness, and Visual loss. Adult Krabbe disease is very rarely (<4-1%) associated with Broad-based gait, Erectile dysfunction, Hemiplegia, Loss of speech, Morphological abnormality of the corticospinal tract, Pes cavus, Tetraparesis, and Urinary incontinence.Adult Krabbe disease is associated with Disease-causing germline mutation(s) in galactosylceramidase (Krabbe disease)."
3207,171673.0,Limbal stem cell deficiency,"Limbal stem cell deficiency is frequently (79-30%) associated with Blepharospasm, Conjunctival hyperemia, Decreased corneal reflex, Epiphora, Lacrimation abnormality, Ocular pain, Photophobia, and Reduced visual acuity. Limbal stem cell deficiency is occasionally (29-5%) associated with Corneal neovascularization, Corneal scarring, Generalized opacification of the cornea, Keratitis, and Opacification of the corneal epithelium. Limbal stem cell deficiency is very rarely (<4-1%) associated with Cornea verticillata and Corneal perforation."
3208,289390.0,Primary Sjögren disease,"Primary Sjögren disease is very frequently (99-80%) associated with Keratoconjunctivitis sicca and Xerostomia. Primary Sjögren disease is frequently (79-30%) associated with Abnormality of the kidney, Abnormality of the musculature, Abnormality of the nervous system, Abnormality of the skin, Anti-Ro/SS-A antibody positivity, Anti-carbonic anhydrase VI antibody positivity, Anti-parotid secretory protein antibody positivity, Anti-salivary protein antibody positivity, Anxiety, Arthralgia, Chronic pain, Complement deficiency, Fatigue, Parotitis, Polyarticular arthropathy, Tubulointerstitial nephritis, and Usual interstitial pneumonia. Primary Sjögren disease is occasionally (29-5%) associated with Abnormal cerebellum morphology, Abnormal pulmonary interstitial morphology, Abnormal pulmonary thoracic imaging finding, Abnormality of blood and blood-forming tissues, Abnormality of the peripheral nervous system, Airway obstruction, Anti-Ro52/TRIM21 antibody positivity, Anti-dsDNA antibody positivity, Anti-ribosome Po antibody positivity, Arteritis, Arthritis, Atypical behavior, Biliary cirrhosis, Bronchitis, Chronic hepatitis, Cryoglobulinemia, Cutis marmorata, Decreased circulating antibody level, Decreased circulating complement C3 concentration, Decreased circulating complement C4 concentration, Decreased proportion of CD4-positive T cells, Depression, Dry skin, Erythema nodosum, Functional motor deficit, Glomerulonephritis, Increased circulating antibody level, Leukopenia, Lichenoid skin lesion, Lymphadenopathy, Lymphoid interstitial pneumonia, Lymphoma, Lymphopenia, Lymphoproliferative disorder, Meningitis, Morphological central nervous system abnormality, Muscle weakness, Myalgia, Myositis, Nonproductive cough, Normochromic anemia, Normocytic anemia, Optic neuritis, Purpura, Raynaud phenomenon, Renal insufficiency, Seizure, Skin ulcer, Somatic sensory dysfunction, Thrombocytopenia, Thyroiditis, Vaginal dryness, Vasculitis, and Vitiligo. Primary Sjögren disease is very rarely (<4-1%) associated with Abnormality of the spinal cord, Chorea, Chronic active hepatitis, Cognitive impairment, Corneal perforation, Dementia, Multiple mononeuropathy, Peripheral neuropathy, and Sensorimotor neuropathy."
3209,352731.0,Oculocutaneous albinism type 1,"Oculocutaneous albinism type 1 is very frequently (99-80%) associated with Abnormal morphology of the choroidal vasculature, Abnormality of visual evoked potentials, Blue irides, Cutaneous photosensitivity, Depigmented fundus, Generalized hypopigmentation, Generalized hypopigmentation of hair, Hypoplasia of the fovea, Iris hypopigmentation, Iris transillumination defect, Nystagmus, Optic nerve misrouting, Photophobia, and Reduced visual acuity. Oculocutaneous albinism type 1 is frequently (79-30%) associated with Amblyopia, Strabismus, White eyebrow, and White eyelashes. Oculocutaneous albinism type 1 is occasionally (29-5%) associated with Thickened skin. Oculocutaneous albinism type 1 is very rarely (<4-1%) associated with Actinic keratosis and Neoplasm of the skin."
3210,169805.0,Moderate hemophilia A,"Moderate hemophilia A is very frequently (99-80%) associated with Abnormal bleeding, Prolonged partial thromboplastin time, and Reduced factor VIII activity. Moderate hemophilia A is frequently (79-30%) associated with Arthralgia, Bleeding with minor or no trauma, Gingival bleeding, Intramuscular hematoma, Joint hemorrhage, and Subcutaneous hemorrhage. Moderate hemophilia A is occasionally (29-5%) associated with Arthropathy, Cartilage destruction, Gastrointestinal hemorrhage, Headache, Hematuria, Intracranial hemorrhage, Joint swelling, Limitation of joint mobility, Prolonged bleeding after dental extraction, Prolonged bleeding after surgery, Subdural hemorrhage, and Synovitis. Moderate hemophilia A is very rarely (<4-1%) associated with Epidural hemorrhage, Hip contracture, Intraventricular hemorrhage, Seizure, and Spontaneous hematomas.Moderate hemophilia A is associated with Disease-causing germline mutation(s) in coagulation factor VIII (DXS1253E; FVIII; Factor VIIIF8B; HEMA; hemophilia A)."
3211,177926.0,Bleeding disorder in hemophilia A carriers,"Bleeding disorder in hemophilia A carriers is very frequently (99-80%) associated with Bruising susceptibility and Reduced factor VIII activity. Bleeding disorder in hemophilia A carriers is frequently (79-30%) associated with Abnormal bleeding, Epistaxis, Menorrhagia, Post-partum hemorrhage, Prolonged bleeding after dental extraction, Prolonged bleeding after surgery, and Prolonged bleeding following procedure. Bleeding disorder in hemophilia A carriers is occasionally (29-5%) associated with Joint hemorrhage and Prolonged partial thromboplastin time. Bleeding disorder in hemophilia A carriers is very rarely (<4-1%) associated with Spontaneous hematomas.Bleeding disorder in hemophilia A carriers is associated with Disease-causing germline mutation(s) in coagulation factor VIII (DXS1253E; FVIII; Factor VIIIF8B; HEMA; hemophilia A)."
3212,251393.0,Localized junctional epidermolysis bullosa,"Localized junctional epidermolysis bullosa is very frequently (99-80%) associated with Abnormal blistering of the skin and Fragile skin. Localized junctional epidermolysis bullosa is frequently (79-30%) associated with Abnormality of dental color, Acral blistering, Atrophic, patchy alopecia, Dental enamel pits, Enamel hypoplasia, Nail dystrophy, Skin detachment, Sparse axillary hair, and Sparse pubic hair. Localized junctional epidermolysis bullosa is occasionally (29-5%) associated with Aplasia cutis congenita, Dystrophic fingernails, Dystrophic toenail, and Scarring alopecia of scalp. Localized junctional epidermolysis bullosa is very rarely (<4-1%) associated with Atypical scarring of skin, Limb joint contracture, Milia, and Mitten deformity.Localized junctional epidermolysis bullosa is associated with Disease-causing germline mutation(s) in collagen type XVII alpha 1 chain (BP180) and integrin subunit beta 4 (CD104)."
3213,217260.0,Progressive multifocal leukoencephalopathy,"Progressive multifocal leukoencephalopathy is very frequently (99-80%) associated with Abnormal astrocyte morphology, Abnormal proportion of CD4 T cells, Abnormality of the cerebrospinal fluid, Abnormality of the nervous system, Abnormality of the oligodendroglia, CNS demyelination, Functional motor deficit, and Immunodeficiency. Progressive multifocal leukoencephalopathy is frequently (79-30%) associated with Abnormality of speech or vocalization, Cognitive impairment, Decreased proportion of CD8-positive T cells, Dysarthria, Gait ataxia, Headache, Hemiplegia/hemiparesis, Limb muscle weakness, Mental deterioration, Somatic sensory dysfunction, Visual impairment, and Weakness due to upper motor neuron dysfunction. Progressive multifocal leukoencephalopathy is occasionally (29-5%) associated with Aphasia, Hematological neoplasm, Homonymous hemianopia, Nystagmus, Oculomotor nerve palsy, Parkinsonism, Personality changes, Seizure, Self-neglect, Vertigo, and Visual field defect. Progressive multifocal leukoencephalopathy is very rarely (<4-1%) associated with Diplopia, Dysmetria, Meningitis, and Paresthesia."
3214,171876.0,Generalized pseudohypoaldosteronism type 1,"Generalized pseudohypoaldosteronism type 1 is very frequently (99-80%) associated with Abnormal circulating aldosterone, Glucocortocoid-insensitive primary hyperaldosteronism, Hyperkalemia, Hyponatremia, Increased circulating renin level, and Metabolic acidosis. Generalized pseudohypoaldosteronism type 1 is frequently (79-30%) associated with Dehydration, Failure to thrive in infancy, Hypovolemic shock, Recurrent upper and lower respiratory tract infections, and Vomiting. Generalized pseudohypoaldosteronism type 1 is occasionally (29-5%) associated with Arrhythmia, Atopic dermatitis, Cholelithiasis, Cough, Feeding difficulties in infancy, Osteomyelitis, Proportionate short stature, Pustule, Recurrent tonsillitis, Weight loss, and Wheezing.Generalized pseudohypoaldosteronism type 1 is associated with Disease-causing germline mutation(s) (loss of function) in sodium channel epithelial 1 subunit alpha (amiloride-sensitive sodium channel subunit alpha; ENaCalpha), sodium channel epithelial 1 subunit beta (amiloride-sensitive sodium channel subunit beta; ENaCbeta; Liddle syndrome), and sodium channel epithelial 1 subunit gamma (amiloride-sensitive sodium channel subunit gamma; ENaCgamma; SCNEG)."
3215,329918.0,C3 glomerulopathy,"C3 glomerulopathy is very frequently (99-80%) associated with Hematuria. C3 glomerulopathy is frequently (79-30%) associated with C3 nephritic factor positivity, Chronic kidney disease, Decreased circulating complement C3 concentration, Elevated circulating creatinine concentration, Extracapillary hypercellularity, Hypertension, Membranoproliferative glomerulonephritis, Mesangial hypercellularity, Paraproteinemia, Proteinuria, and Stage 5 chronic kidney disease. C3 glomerulopathy is occasionally (29-5%) associated with Abnormal dark-adapted electroretinogram, Acute kidney injury, Autoimmunity, Central serous chorioretinopathy, Decreased circulating complement C4 concentration, Drusen, Lipodystrophy, Nephrotic syndrome, Recurrent infections, Visual loss, and Yellow/white lesions of the retina."
3216,99953.0,Charcot-Marie-Tooth disease type 4G,"Charcot-Marie-Tooth disease type 4G is very frequently (99-80%) associated with Abnormality of the foot, Areflexia, Decreased distal sensory nerve action potential, Decreased motor nerve conduction velocity, Demyelinating peripheral neuropathy, Distal lower limb muscle weakness, Distal sensory impairment, Distal sensory impairment of all modalities, Impaired vibratory sensation, Motor conduction block, Peripheral axonal neuropathy, and Peripheral demyelination. Charcot-Marie-Tooth disease type 4G is frequently (79-30%) associated with Abnormality of the hand, Difficulty walking, Distal amyotrophy, Distal upper limb muscle weakness, Impaired tactile sensation, Lower limb amyotrophy, Pes cavus, Proximal muscle weakness, Talipes equinovarus, and Upper limb amyotrophy. Charcot-Marie-Tooth disease type 4G is occasionally (29-5%) associated with Gait imbalance, Impaired pain sensation, Loss of ambulation, Pes valgus, and Scoliosis.Charcot-Marie-Tooth disease type 4G is associated with Disease-causing germline mutation(s) in hexokinase 1 (HKI)."
3217,449285.0,Snakebite envenomation,"Snakebite envenomation is very frequently (99-80%) associated with Edema. Snakebite envenomation is frequently (79-30%) associated with Ecchymosis, Erythema, Localized skin lesion, and Pain. Snakebite envenomation is occasionally (29-5%) associated with Abnormal bleeding, Abnormality of coagulation, Abnormality of the nervous system, Cerebral ischemia, Hypofibrinogenemia, Intracranial hemorrhage, Muscle fiber necrosis, Paralysis, Pseudobulbar paralysis, Rhabdomyolysis, Speech articulation difficulties, Stroke, Tachycardia, Thrombocytopenia, and Vomiting. Snakebite envenomation is very rarely (<4-1%) associated with Acute kidney injury, Angioedema, Cardiogenic shock, Diarrhea, Disseminated intravascular coagulation, Epistaxis, Gingival bleeding, Hyponatremia, Hypopituitarism, Hypotension, Myocardial infarction, Neuromuscular dysphagia, Respiratory failure, and Respiratory paralysis."
3218,500095.0,Tall stature-intellectual disability-renal anomalies syndrome,"Tall stature-intellectual disability-renal anomalies syndrome is frequently (79-30%) associated with Abnormal facial shape, Bifid ureter, Camptodactyly, Chronic neutropenia, Downslanted palpebral fissures, Global developmental delay, Intellectual disability, Large for gestational age, Macrocephaly, Mitral valve prolapse, Proportionate tall stature, Renal malrotation, Retinal coloboma, Sensorineural hearing impairment, Specific learning disability, Thick vermilion border, Transient neutropenia, and Ventricular septal defect. Tall stature-intellectual disability-renal anomalies syndrome is occasionally (29-5%) associated with Abnormal femoral torsion, Abnormal right ventricle morphology, Abnormal thumb morphology, Astigmatism, Cataract, Deeply set eye, Delayed speech and language development, Enlarged kidney, Epicanthus, Hypertelorism, Inguinal hernia, Large hands, Long foot, Long hallux, Long palpebral fissure, Macroglossia, Macrotia, Metatarsus adductus, Midface retrusion, Multicystic kidney dysplasia, Nephroblastoma, Protruding ear, Round face, Spina bifida occulta, Strabismus, Talipes equinovarus, Tibial bowing, Tibial torsion, and Varicose veins.Tall stature-intellectual disability-renal anomalies syndrome is associated with Disease-causing germline mutation(s) (loss of function) in FGF1 intracellular binding protein (FGFIBP)."
3219,500055.0,Hao-Fountain syndrome due to 16p13.2 microdeletion,"Hao-Fountain syndrome due to 16p13.2 microdeletion is very frequently (99-80%) associated with Abnormal facial shape, Brain imaging abnormality, Delayed speech and language development, and Global developmental delay. Hao-Fountain syndrome due to 16p13.2 microdeletion is frequently (79-30%) associated with Aggressive behavior, Asthma, Attention deficit hyperactivity disorder, Autistic behavior, Cerebral white matter atrophy, Chronic constipation, Dilated third ventricle, Esotropia, Failure to thrive, Feeding difficulties in infancy, Gait disturbance, Gastroesophageal reflux, Hypogonadism, Hypoplasia of the corpus callosum, Hypotonia, Intellectual disability, Neonatal hypotonia, Seizure, and Short stature. Hao-Fountain syndrome due to 16p13.2 microdeletion is occasionally (29-5%) associated with Abnormal temper tantrums, Absent speech, Brachycephaly, Chronic diarrhea, Cryptorchidism, Decreased fetal movement, Flexion contracture, Hearing impairment, Hip dysplasia, Hydrocephalus, Impulsivity, Kyphosis, Microcephaly, Micropenis, Myopia, Nystagmus, Obsessive-compulsive trait, Overweight, Periventricular leukomalacia, Plagiocephaly, Poor suck, Relative macrocephaly, Scoliosis, Short foot, Skin-picking, Sleep abnormality, Sleep apnea, Small hand, Strabismus, and Ventriculomegaly.Hao-Fountain syndrome due to 16p13.2 microdeletion is associated with Role in the phenotype of ubiquitin specific peptidase 7."
3220,254930.0,Combined oxidative phosphorylation defect type 7,"Combined oxidative phosphorylation defect type 7 is very frequently (99-80%) associated with Optic atrophy, Skeletal muscle atrophy, and Visual impairment. Combined oxidative phosphorylation defect type 7 is frequently (79-30%) associated with Abnormal pyramidal sign, Cognitive impairment, Difficulty walking, Distal amyotrophy, Distal sensory impairment, Failure to thrive, Global developmental delay, Impaired tandem gait, Lower limb hyperreflexia, Lower limb muscle weakness, Ophthalmoplegia, Peripheral axonal neuropathy, Pes cavus, Spastic paraparesis, and Visual field defect. Combined oxidative phosphorylation defect type 7 is occasionally (29-5%) associated with Abnormal brainstem MRI signal intensity, Abnormal cerebral white matter morphology, Abnormal thalamic MRI signal intensity, Areflexia, Ataxia, Bulbar palsy, Decreased number of peripheral myelinated nerve fibers, Developmental regression, Dysarthria, Dyschromatopsia, Elevated brain lactate level by MRS, Exodeviation, Facial diplegia, Gastrostomy tube feeding in infancy, Hypoplasia of the corpus callosum, Impaired mastication, Inability to walk, Infantile muscular hypotonia, Nystagmus, Oral-pharyngeal dysphagia, Paralytic ileus, Ptosis, Thoracic scoliosis, and Upper limb muscle weakness.Combined oxidative phosphorylation defect type 7 is associated with Disease-causing germline mutation(s) in mitochondrial translation release factor in rescue (FLJ38663; SPG55; mtRF-R; COXPD7)."
3221,495875.0,Congenital labioscrotal agenesis-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome,"Congenital labioscrotal agenesis-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome is very frequently (99-80%) associated with Absence of labia majora, Absent scrotum, Broad eyebrow, Coarse facial features, Corneal dystrophy, Corneal opacity, Cryptorchidism, Horizontal nystagmus, Low anterior hairline, Small forehead, and Sparse eyebrow. Congenital labioscrotal agenesis-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome is frequently (79-30%) associated with Abnormality of the eye, Anteverted nares, Broad-based gait, Buphthalmos, Cerebellar vermis hypoplasia, Dandy-Walker malformation, Depressed nasal bridge, Hirsutism, Hypoplasia of the pons, Hypospadias, Intellectual disability, moderate, Intellectual disability, severe, Keratoconjunctivitis sicca, Long philtrum, Low-set ears, Moderate global developmental delay, Poor speech, Postural instability, Severe global developmental delay, Strabismus, Synophrys, Tented philtrum, and Visual impairment. Congenital labioscrotal agenesis-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome is occasionally (29-5%) associated with Aggressive behavior, Anteriorly placed anus, Attention deficit hyperactivity disorder, Broad nasal tip, Cerebellar hypoplasia, Decreased serum testosterone concentration, Gastroesophageal reflux, Hypoplastic labia minora, Long eyelashes, Microcephaly, Micrognathia, Optic nerve hypoplasia, Renal cyst, Short columella, Short neck, Slurred speech, Visual fixation instability, and Wide intermamillary distance.Congenital labioscrotal agenesis-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome is associated with Disease-causing germline mutation(s) in mab-21 like 1 (CAGR1)."
3222,500545.0,Severe neurodevelopmental disorder with feeding difficulties-stereotypic hand movement-bilateral cataract,"Severe neurodevelopmental disorder with feeding difficulties-stereotypic hand movement-bilateral cataract is very frequently (99-80%) associated with Failure to thrive, Feeding difficulties in infancy, Global developmental delay, Infantile muscular hypotonia, Irritability, Seizure, and Stereotypical hand wringing. Severe neurodevelopmental disorder with feeding difficulties-stereotypic hand movement-bilateral cataract is frequently (79-30%) associated with Hypsarrhythmia, Intellectual disability, profound, Intellectual disability, severe, Microcephaly, and Sleep abnormality. Severe neurodevelopmental disorder with feeding difficulties-stereotypic hand movement-bilateral cataract is occasionally (29-5%) associated with Apneic episodes in infancy, Broad nasal tip, Cerebral atrophy, Cerebral white matter hypoplasia, Delayed myelination, Developmental regression, Flexion contracture, Juvenile cataract, Nasogastric tube feeding, Scoliosis, and Spasticity.Severe neurodevelopmental disorder with feeding difficulties-stereotypic hand movement-bilateral cataract is associated with Disease-causing germline mutation(s) in nucleus accumbens associated 1 (BEN domain containing 8; BEND8; BTBD30; NAC-1; NAC1)."
3223,500533.0,Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome,"Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome is very frequently (99-80%) associated with Abnormal facial shape, Global developmental delay, Hypotonia, Infantile spasms, Macrocephaly, Megalencephaly, Polyhydramnios, and Seizure. Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome is frequently (79-30%) associated with Cerebral white matter hypoplasia, Periventricular white matter hyperintensities, and Ventriculomegaly. Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome is occasionally (29-5%) associated with Abnormal cardiovascular system morphology, Absent speech, Atrial septal defect, Congestive heart failure, Decreased muscle mass, Diabetes insipidus, Drooling, Facial hypotonia, Failure to thrive, Feeding difficulties, Focal impaired awareness seizure, High forehead, Highly arched eyebrow, Interictal epileptiform activity, Joint laxity, Narrow face, Nephrocalcinosis, Open mouth, Severe global developmental delay, Severe muscular hypotonia, Status epilepticus, Tented upper lip vermilion, and Wide mouth.Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome is associated with Disease-causing germline mutation(s) (loss of function) in STE20 related adaptor alpha (LYK5; NY-BR-96; STE20-like pseudokinase; Stlk; STRAD)."
3224,500180.0,Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder,"Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder is very frequently (99-80%) associated with Abnormal pyramidal sign, Abnormality of extrapyramidal motor function, Atypical behavior, Cerebral atrophy, Developmental regression, Dysarthria, Dysphagia, and Hyperintensity of cerebral white matter on MRI. Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder is frequently (79-30%) associated with Absent speech, Aphasia, Dystonia, EEG abnormality, Gait ataxia, Global developmental delay, Inability to walk, Intellectual disability, profound, Intellectual disability, severe, Microcephaly, Seizure, and Spasticity. Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder is occasionally (29-5%) associated with Aggressive behavior, Autistic behavior, Chorea, Gastrostomy tube feeding in infancy, Hyperactivity, Hypoplasia of the corpus callosum, Impaired pain sensation, Impulsivity, Infantile muscular hypotonia, Kyphosis, Limb hypertonia, Pectus carinatum, and Ventriculomegaly.Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder is associated with Disease-causing germline mutation(s) (gain of function) in upstream binding transcription factor (NOR-90; UBF; UBF1; UBF2)."
3225,500144.0,Early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome,"Early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome is frequently (79-30%) associated with Axial hypotonia, Cerebral cortical atrophy, Cerebral visual impairment, Congenital microcephaly, Dysphagia, Dystonia, Gastroesophageal reflux, Gastrostomy tube feeding in infancy, Hyperintensity of cerebral white matter on MRI, Hypoplasia of the optic tract, Hypoplasia of the pons, Myoclonus, Partial agenesis of the corpus callosum, Scoliosis, Seizure, Severe global developmental delay, Spasticity, and Ventriculomegaly. Early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome is occasionally (29-5%) associated with Agenesis of corpus callosum, Developmental regression, Epileptic spasm, Hip subluxation, Hypsarrhythmia, Increased CSF lactate, Increased cup-to-disc ratio, Neurogenic bladder, Optic atrophy, Polyhydramnios, Secondary microcephaly, and Vocal cord paralysis.Early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome is associated with Disease-causing germline mutation(s) in trafficking protein particle complex subunit 12 (CGI-87; TTC-15)."
3226,506358.0,Gabriele-de Vries syndrome,"Gabriele-de Vries syndrome is very frequently (99-80%) associated with Abnormal facial shape, Broad forehead, Bulbous nose, Global developmental delay, Malar flattening, and Thick lower lip vermilion. Gabriele-de Vries syndrome is frequently (79-30%) associated with Abnormality of upper lip vermillion, Atypical behavior, Delayed ability to walk, Delayed speech and language development, Downslanted palpebral fissures, Facial asymmetry, Feeding difficulties in infancy, Gastrostomy tube feeding in infancy, Hypotonia, Intellectual disability, mild, Intellectual disability, moderate, Intrauterine growth retardation, Oral-pharyngeal dysphagia, Periorbital fullness, Pointed chin, Posteriorly rotated ears, and Strabismus. Gabriele-de Vries syndrome is occasionally (29-5%) associated with Abnormal cerebral white matter morphology, Abnormality of the dentition, Absent speech, Agenesis of corpus callosum, Anxiety, Astigmatism, Attention deficit hyperactivity disorder, Autism, Autistic behavior, Breast hypoplasia, Craniosynostosis, Cryptorchidism, Decreased response to growth hormone stimulation test, Delayed myelination, Distal arthrogryposis, Distal lower limb amyotrophy, Dolichocephaly, Dystonia, Ebstein anomaly of the tricuspid valve, Esophageal atresia, Facial hypotonia, Finger joint hypermobility, Frontal upsweep of hair, Gliosis, Hallux valgus, High palate, Hydronephrosis, Hyperextensible skin, Hypermetropia, Hypoplasia of the corpus callosum, Hypothyroidism, Intellectual disability, severe, Lacrimal duct stenosis, Low-set ears, Micrognathia, Neuroblastoma, Patellar subluxation, Patent foramen ovale, Ptosis, Recurrent infections, Sandal gap, Severe global developmental delay, Small for gestational age, Sparse eyebrow, Sydney crease, Telecanthus, Tremor, Ureteropelvic junction obstruction, Ventriculomegaly, and Waddling gait.Gabriele-de Vries syndrome is associated with Disease-causing germline mutation(s) (loss of function) in YY1 transcription factor (INO80S; UCRBP; YIN-YANG-1; NF-E1; DELTA; Yin and Yang 1 protein; INO80 complex subunit S)."
3227,505652.0,CDKL5-deficiency disorder,"CDKL5-deficiency disorder is very frequently (99-80%) associated with Generalized tonic seizures. CDKL5-deficiency disorder is frequently (79-30%) associated with Abnormal muscle tone, Autistic behavior, Bilateral tonic-clonic seizure, Broad forehead, Broad proximal phalanges of the hand, Bruxism, Cerebral visual impairment, Coldness, Constipation, Deep philtrum, Deeply set eye, Delayed gross motor development, Delayed speech and language development, Difficulty walking, Everted lower lip vermilion, Feeding difficulties, Focal-onset seizure, Gait disturbance, Gastroesophageal reflux, Gastrostomy tube feeding in infancy, Growth delay, Hypotonia, Hypsarrhythmia, Impaired pain sensation, Infantile spasms, Intellectual disability, Moderate global developmental delay, Multifocal epileptiform discharges, Myoclonic seizure, Poor head control, Prominent forehead, Reduced eye contact, Severe global developmental delay, Sleep-wake cycle disturbance, Stereotypical hand wringing, Tactile hypersensitivity, and Thick vermilion border. CDKL5-deficiency disorder is occasionally (29-5%) associated with Apnea, Chorea, Dystonia, Esotropia, Exotropia, Hallux valgus, High forehead, Hyperventilation, Kyphosis, Microcephaly, Narrow forehead, Paroxysmal bursts of laughter, Recurrent lower respiratory tract infections, Scoliosis, and Synophrys.CDKL5-deficiency disorder is associated with Disease-causing germline mutation(s) in cyclin dependent kinase like 5 (CFAP247; EIEE2)."
3228,505248.0,Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,"Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders is very frequently (99-80%) associated with Abnormality of the respiratory system, Anemia, Coarse facial features, Dysostosis multiplex, Flexion contracture, Global developmental delay, Hepatosplenomegaly, Proteinuria, Recurrent respiratory infections, and Thrombocytopenia. Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders is frequently (79-30%) associated with Abnormal heart morphology, Absent speech, Airway obstruction, Atrial septal defect, Congestive heart failure, Heparan sulfate excretion in urine, Hypertrophic cardiomyopathy, Hypoalbuminemia, Hyporeflexia, Inability to walk, Joint stiffness, Leukopenia, Macroglossia, Nephrotic syndrome, Optic atrophy, Patent ductus arteriosus, Pulmonary arterial hypertension, Recurrent gastroenteritis, Respiratory distress, Tachycardia, Thickened skin, and Urinary glycosaminoglycan excretion. Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders is occasionally (29-5%) associated with Abnormality of coagulation, Abnormality of retinal pigmentation, Barrel-shaped chest, Bone marrow hypocellularity, Brain atrophy, Brain imaging abnormality, Cerebral calcification, Conjunctivitis, Decreased circulating IgG level, Deep palmar crease, Delayed myelination, Enlarged kidney, Epicanthus, Full cheeks, Heavy proteinuria, Hernia, Hydrocephalus, Hypertrichosis, Hypotonia, Increased circulating IgM level, Long eyelashes, Lumbar hyperlordosis, Lumbar kyphosis, Mitral regurgitation, Nystagmus, Patent foramen ovale, Pectus carinatum, Periorbital fullness, Prominent forehead, Sepsis, Short neck, Short nose, Skeletal dysplasia, Stridor, Telecanthus, Thick hair, Thick vermilion border, Thoracic kyphosis, and Tricuspid regurgitation.Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders is associated with Disease-causing germline mutation(s) in VPS33A core subunit of CORVET and HOPS complexes."
